Anime,Character,Role,Favorites,char_url
Kara no Kyoukai Movie 5: Mujun Rasen,"Ryougi, Shiki",Main,10058,https://myanimelist.net/character/3105/Shiki_Ryougi
Samurai Champloo,Jin,Main,5554,https://myanimelist.net/character/391/Jin
Samurai Champloo,"Kasumi, Fuu",Main,1086,https://myanimelist.net/character/392/Fuu_Kasumi
Samurai Champloo,Mugen,Main,14702,https://myanimelist.net/character/390/Mugen
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Higashikata, Jousuke",Main,10260,https://myanimelist.net/character/13085/Jousuke_Higashikata
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Kira, Yoshikage",Main,13468,https://myanimelist.net/character/12055/Yoshikage_Kira
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Kishibe, Rohan",Main,7551,https://myanimelist.net/character/12659/Rohan_Kishibe
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Nijimura, Okuyasu",Main,2413,https://myanimelist.net/character/28991/Okuyasu_Nijimura
Ousama Ranking,Bojji,Main,4978,https://myanimelist.net/character/195339/Bojji
Ousama Ranking,Kage,Main,705,https://myanimelist.net/character/195340/Kage
Spy x Family,"Forger, Yor",Main,11103,https://myanimelist.net/character/170329/Yor_Forger
Spy x Family,"Forger, Loid",Main,6072,https://myanimelist.net/character/170258/Loid_Forger
Spy x Family,"Forger, Anya",Main,14854,https://myanimelist.net/character/170256/Anya_Forger
Yakusoku no Neverland,Emma,Main,4474,https://myanimelist.net/character/144337/Emma
Yakusoku no Neverland,Norman,Main,6166,https://myanimelist.net/character/144916/Norman
Yakusoku no Neverland,Ray,Main,8203,https://myanimelist.net/character/144919/Ray
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Akemi, Homura",Main,25347,https://myanimelist.net/character/38005/Homura_Akemi
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Kaname, Madoka",Main,8261,https://myanimelist.net/character/37832/Madoka_Kaname
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Kyuubey,Main,1588,https://myanimelist.net/character/38566/Kyuubey
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Miki, Sayaka",Main,4765,https://myanimelist.net/character/38395/Sayaka_Miki
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Momoe, Nagisa",Main,165,https://myanimelist.net/character/91287/Nagisa_Momoe
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Sakura, Kyouko",Main,5704,https://myanimelist.net/character/40006/Kyouko_Sakura
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Tomoe, Mami",Main,4023,https://myanimelist.net/character/38194/Mami_Tomoe
One Punch Man,Genos,Main,5895,https://myanimelist.net/character/73979/Genos
One Punch Man,Saitama,Main,47712,https://myanimelist.net/character/73935/Saitama
Ansatsu Kyoushitsu 2nd Season,"Akabane, Karma",Main,16532,https://myanimelist.net/character/71933/Karma_Akabane
Ansatsu Kyoushitsu 2nd Season,"Kayano, Kaede",Main,781,https://myanimelist.net/character/85291/Kaede_Kayano
Ansatsu Kyoushitsu 2nd Season,Koro-sensei,Main,19796,https://myanimelist.net/character/65643/Koro-sensei
Ansatsu Kyoushitsu 2nd Season,"Shiota, Nagisa",Main,7995,https://myanimelist.net/character/65645/Nagisa_Shiota
Aria the Origination,"Carroll, Alice",Main,963,https://myanimelist.net/character/382/Alice_Carroll
Aria the Origination,"Ferrari, Akira E.",Main,160,https://myanimelist.net/character/381/Akira_E_Ferrari
Aria the Origination,"Florence, Alicia",Main,629,https://myanimelist.net/character/379/Alicia_Florence
Aria the Origination,"Glory, Athena",Main,224,https://myanimelist.net/character/383/Athena_Glory
Aria the Origination,"Granzchesta, Aika S.",Main,332,https://myanimelist.net/character/380/Aika_S_Granzchesta
Aria the Origination,"Mizunashi, Akari",Main,2872,https://myanimelist.net/character/378/Akari_Mizunashi
Aria the Origination,"Pokoteng, Aria",Main,302,https://myanimelist.net/character/4786/Aria_Pokoteng
Chainsaw Man,Denji,Main,18956,https://myanimelist.net/character/170732/Denji
Chainsaw Man,"Hayakawa, Aki",Main,9091,https://myanimelist.net/character/170735/Aki_Hayakawa
Chainsaw Man,Makima,Main,16361,https://myanimelist.net/character/170734/Makima
Chainsaw Man,Power,Main,21708,https://myanimelist.net/character/170733/Power
Summertime Render,"Ajiro, Shinpei",Main,1079,https://myanimelist.net/character/170610/Shinpei_Ajiro
Summertime Render,"Kofune, Ushio",Main,969,https://myanimelist.net/character/170611/Ushio_Kofune
Uchuu Kyoudai,"Nanba, Mutta",Main,2228,https://myanimelist.net/character/55171/Mutta_Nanba
Uchuu Kyoudai,"Nanba, Hibito",Main,162,https://myanimelist.net/character/55169/Hibito_Nanba
Nichijou,"Aioi, Yuuko",Main,3118,https://myanimelist.net/character/10418/Yuuko_Aioi
Nichijou,"Minakami, Mai",Main,1307,https://myanimelist.net/character/10421/Mai_Minakami
Nichijou,"Naganohara, Mio",Main,1575,https://myanimelist.net/character/40081/Mio_Naganohara
Nichijou,Sakamoto,Main,2733,https://myanimelist.net/character/41069/Sakamoto
Nichijou,"Shinonome, Nano",Main,1622,https://myanimelist.net/character/10422/Nano_Shinonome
Nichijou,"Shinonome, Hakase",Main,2115,https://myanimelist.net/character/41055/Hakase_Shinonome
Pluto,Atom,Main,183,https://myanimelist.net/character/18913/Atom
Pluto,Gesicht,Main,818,https://myanimelist.net/character/9791/Gesicht
Rainbow: Nisha Rokubou no Shichinin,"Maeda, Noboru",Main,221,https://myanimelist.net/character/31746/Noboru_Maeda
Rainbow: Nisha Rokubou no Shichinin,"Matsuura, Mansaku",Main,32,https://myanimelist.net/character/31749/Mansaku_Matsuura
Rainbow: Nisha Rokubou no Shichinin,"Minakami, Mario",Main,801,https://myanimelist.net/character/31742/Mario_Minakami
Rainbow: Nisha Rokubou no Shichinin,"Nomoto, Ryuuji",Main,52,https://myanimelist.net/character/31735/Ryuuji_Nomoto
Rainbow: Nisha Rokubou no Shichinin,"Sakuragi, Rokurouta",Main,2842,https://myanimelist.net/character/31741/Rokurouta_Sakuragi
Rainbow: Nisha Rokubou no Shichinin,"Tooyama, Tadayoshi",Main,47,https://myanimelist.net/character/31747/Tadayoshi_Tooyama
Rainbow: Nisha Rokubou no Shichinin,"Yokosuka, Jou",Main,179,https://myanimelist.net/character/31748/Jou_Yokosuka
Yuu☆Yuu☆Hakusho,Botan,Main,775,https://myanimelist.net/character/734/Botan
Yuu☆Yuu☆Hakusho,Hiei,Main,5188,https://myanimelist.net/character/732/Hiei
Yuu☆Yuu☆Hakusho,Kurama,Main,4329,https://myanimelist.net/character/731/Kurama
Yuu☆Yuu☆Hakusho,"Kuwabara, Kazuma",Main,2526,https://myanimelist.net/character/730/Kazuma_Kuwabara
Yuu☆Yuu☆Hakusho,"Urameshi, Yuusuke",Main,8099,https://myanimelist.net/character/729/Yuusuke_Urameshi
Banana Fish,"Callenreese, Aslan Jade",Main,13839,https://myanimelist.net/character/13580/Aslan_Jade_Callenreese
Banana Fish,"Okumura, Eiji",Main,3192,https://myanimelist.net/character/21928/Eiji_Okumura
Chihayafuru 3,"Ayase, Chihaya",Main,3727,https://myanimelist.net/character/47163/Chihaya_Ayase
Chihayafuru 3,"Mashima, Taichi",Main,3158,https://myanimelist.net/character/47167/Taichi_Mashima
Chihayafuru 3,"Wataya, Arata",Main,864,https://myanimelist.net/character/47165/Arata_Wataya
Karakai Jouzu no Takagi-san Movie,Nishikata,Main,963,https://myanimelist.net/character/123698/Nishikata
Karakai Jouzu no Takagi-san Movie,Takagi,Main,6481,https://myanimelist.net/character/123699/Takagi
Golden Kamuy 3rd Season,Asirpa,Main,1186,https://myanimelist.net/character/138552/Asirpa
Golden Kamuy 3rd Season,"Shiraishi, Yoshitake",Main,361,https://myanimelist.net/character/138554/Yoshitake_Shiraishi
Golden Kamuy 3rd Season,"Sugimoto, Saichi",Main,2778,https://myanimelist.net/character/138553/Saichi_Sugimoto
Grand Blue,"Imamura, Kouhei",Main,1381,https://myanimelist.net/character/144582/Kouhei_Imamura
Grand Blue,"Kitahara, Iori",Main,3122,https://myanimelist.net/character/144581/Iori_Kitahara
Grand Blue,"Kotegawa, Chisa",Main,2795,https://myanimelist.net/character/145329/Chisa_Kotegawa
Grand Blue,"Yoshiwara, Aina",Main,167,https://myanimelist.net/character/148495/Aina_Yoshiwara
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Avdol, Muhammad",Main,678,https://myanimelist.net/character/8946/Muhammad_Avdol
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Iggy,Main,810,https://myanimelist.net/character/21089/Iggy
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Kakyouin, Noriaki",Main,5705,https://myanimelist.net/character/8945/Noriaki_Kakyouin
Kono Oto Tomare! Part 2,"Adachi, Saneyasu",Main,30,https://myanimelist.net/character/142222/Saneyasu_Adachi
Kono Oto Tomare! Part 2,"Houzuki, Satowa",Main,766,https://myanimelist.net/character/101463/Satowa_Houzuki
Kono Oto Tomare! Part 2,"Kudou, Chika",Main,1365,https://myanimelist.net/character/101457/Chika_Kudou
Kono Oto Tomare! Part 2,"Kurata, Takezou",Main,120,https://myanimelist.net/character/101461/Takezou_Kurata
Kono Oto Tomare! Part 2,"Kurusu, Hiro",Main,188,https://myanimelist.net/character/127528/Hiro_Kurusu
Kono Oto Tomare! Part 2,"Mizuhara, Kouta",Main,42,https://myanimelist.net/character/142219/Kouta_Mizuhara
Kono Oto Tomare! Part 2,"Takinami, Suzuka",Main,59,https://myanimelist.net/character/139127/Suzuka_Takinami
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Aqua,Main,11030,https://myanimelist.net/character/117223/Aqua
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,"Dustiness, Lalatina Ford",Main,6298,https://myanimelist.net/character/117285/Lalatina_Ford_Dustiness
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Megumin,Main,41229,https://myanimelist.net/character/117225/Megumin
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,"Satou, Kazuma",Main,20619,https://myanimelist.net/character/117221/Kazuma_Satou
Koukaku Kidoutai: Stand Alone Complex,"Aramaki, Daisuke",Main,130,https://myanimelist.net/character/2677/Daisuke_Aramaki
Koukaku Kidoutai: Stand Alone Complex,Batou,Main,1741,https://myanimelist.net/character/2653/Batou
Koukaku Kidoutai: Stand Alone Complex,"Kusanagi, Motoko",Main,11028,https://myanimelist.net/character/1795/Motoko_Kusanagi
Koukaku Kidoutai: Stand Alone Complex,Togusa,Main,454,https://myanimelist.net/character/2654/Togusa
Mononoke,Kusuriuri,Main,5197,https://myanimelist.net/character/2865/Kusuriuri
Saenai Heroine no Sodatekata Fine,"Aki, Tomoya",Main,325,https://myanimelist.net/character/105173/Tomoya_Aki
Saenai Heroine no Sodatekata Fine,"Kasumigaoka, Utaha",Main,4329,https://myanimelist.net/character/90177/Utaha_Kasumigaoka
Saenai Heroine no Sodatekata Fine,"Katou, Megumi",Main,10609,https://myanimelist.net/character/90181/Megumi_Katou
Saenai Heroine no Sodatekata Fine,"Sawamura, Eriri Spencer",Main,1005,https://myanimelist.net/character/90179/Eriri_Spencer_Sawamura
Girls Band Cry,"Awa, Subaru",Main,285,https://myanimelist.net/character/230308/Subaru_Awa
Girls Band Cry,"Ebizuka, Tomo",Main,45,https://myanimelist.net/character/230311/Tomo_Ebizuka
Girls Band Cry,"Iseri, Nina",Main,444,https://myanimelist.net/character/230309/Nina_Iseri
Girls Band Cry,"Kawaragi, Momoka",Main,185,https://myanimelist.net/character/230310/Momoka_Kawaragi
Girls Band Cry,Rupa,Main,87,https://myanimelist.net/character/230307/Rupa
Saiki Kusuo no Ψ-nan,"Hairo, Kineshi",Main,185,https://myanimelist.net/character/130904/Kineshi_Hairo
Saiki Kusuo no Ψ-nan,"Kaidou, Shun",Main,4601,https://myanimelist.net/character/90289/Shun_Kaidou
Saiki Kusuo no Ψ-nan,"Kuboyasu, Aren",Main,787,https://myanimelist.net/character/141894/Aren_Kuboyasu
Saiki Kusuo no Ψ-nan,"Nendou, Riki",Main,2029,https://myanimelist.net/character/90293/Riki_Nendou
Saiki Kusuo no Ψ-nan,"Saiki, Kusuo",Main,23206,https://myanimelist.net/character/90291/Kusuo_Saiki
Saiki Kusuo no Ψ-nan,"Teruhashi, Kokomi",Main,1327,https://myanimelist.net/character/106145/Kokomi_Teruhashi
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,"Bartlett, Taylor",Main,27,https://myanimelist.net/character/181549/Taylor_Bartlett
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,"York, Isabella",Main,46,https://myanimelist.net/character/181548/Isabella_York
Josee to Tora to Sakana-tachi,Josee,Main,1113,https://myanimelist.net/character/185511/Josee
Josee to Tora to Sakana-tachi,"Suzukawa, Tsuneo",Main,254,https://myanimelist.net/character/185510/Tsuneo_Suzukawa
Major S5,"Honda, Gorou",Main,2123,https://myanimelist.net/character/467/Gorou_Honda
Major S5,"Satou, Toshiya",Main,110,https://myanimelist.net/character/4265/Toshiya_Satou
Major S5,"Shimizu, Kaoru",Main,75,https://myanimelist.net/character/10835/Kaoru_Shimizu
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Ariel,Main,73,https://myanimelist.net/character/157300/Ariel
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Maquia,Main,858,https://myanimelist.net/character/157299/Maquia
Vivy: Fluorite Eye's Song,Matsumoto,Main,444,https://myanimelist.net/character/193422/Matsumoto
Vivy: Fluorite Eye's Song,Vivy,Main,3841,https://myanimelist.net/character/193421/Vivy
Fruits Basket: Prelude,"Honda, Katsuya",Main,48,https://myanimelist.net/character/9230/Katsuya_Honda
Houseki no Kuni,Phosphophyllite,Main,11128,https://myanimelist.net/character/110355/Phosphophyllite
Blue Giant,"Miyamoto, Dai",Main,93,https://myanimelist.net/character/173434/Dai_Miyamoto
Blue Giant,"Sawabe, Yukinori",Main,16,https://myanimelist.net/character/209062/Yukinori_Sawabe
Cowboy Bebop: Tengoku no Tobira,"Ovilo, Electra",Main,39,https://myanimelist.net/character/8435/Electra_Ovilo
Cowboy Bebop: Tengoku no Tobira,"Volaju, Vincent",Main,129,https://myanimelist.net/character/4035/Vincent_Volaju
Kaze ga Tsuyoku Fuiteiru,"Kiyose, Haiji",Main,1933,https://myanimelist.net/character/164617/Haiji_Kiyose
Kaze ga Tsuyoku Fuiteiru,"Kurahara, Kakeru",Main,278,https://myanimelist.net/character/164616/Kakeru_Kurahara
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),"Shirazumi, Lio",Main,36,https://myanimelist.net/character/21283/Lio_Shirazumi
Barakamon,"Handa, Sei",Main,2637,https://myanimelist.net/character/31274/Sei_Handa
Barakamon,"Kotoishi, Naru",Main,3495,https://myanimelist.net/character/31273/Naru_Kotoishi
Cross Game,"Kitamura, Kou",Main,591,https://myanimelist.net/character/13230/Kou_Kitamura
Cross Game,"Tsukishima, Aoba",Main,541,https://myanimelist.net/character/13286/Aoba_Tsukishima
Tensei shitara Slime Datta Ken 2nd Season,"Tempest, Rimuru",Main,23316,https://myanimelist.net/character/131549/Rimuru_Tempest
Meitantei Conan Movie 26: Kurogane no Submarine,"Edogawa, Conan",Main,7401,https://myanimelist.net/character/1742/Conan_Edogawa
Meitantei Conan Movie 26: Kurogane no Submarine,"Haibara, Ai",Main,2515,https://myanimelist.net/character/1743/Ai_Haibara
Non Non Biyori Nonstop,"Ichijou, Hotaru",Main,576,https://myanimelist.net/character/54145/Hotaru_Ichijou
Non Non Biyori Nonstop,"Koshigaya, Komari",Main,645,https://myanimelist.net/character/54149/Komari_Koshigaya
Non Non Biyori Nonstop,"Koshigaya, Natsumi",Main,472,https://myanimelist.net/character/54147/Natsumi_Koshigaya
Non Non Biyori Nonstop,"Miyauchi, Renge",Main,5628,https://myanimelist.net/character/54151/Renge_Miyauchi
Ao no Hako,"Chouno, Hina",Main,371,https://myanimelist.net/character/197750/Hina_Chouno
Ao no Hako,"Inomata, Taiki",Main,172,https://myanimelist.net/character/195788/Taiki_Inomata
Ao no Hako,"Kano, Chinatsu",Main,562,https://myanimelist.net/character/195787/Chinatsu_Kano
Baccano!,"Avaro, Maiza",Main,50,https://myanimelist.net/character/3498/Maiza_Avaro
Baccano!,"Dian, Isaac",Main,4105,https://myanimelist.net/character/3662/Isaac_Dian
Baccano!,Ennis,Main,221,https://myanimelist.net/character/3060/Ennis
Baccano!,"Gandor, Luck",Main,271,https://myanimelist.net/character/3873/Luck_Gandor
Baccano!,"Harvent, Miria",Main,3734,https://myanimelist.net/character/3796/Miria_Harvent
Baccano!,"Laforet, Chane",Main,343,https://myanimelist.net/character/7092/Chane_Laforet
Baccano!,"Meyer, Czesław",Main,145,https://myanimelist.net/character/3063/Czesław_Meyer
Baccano!,"Prochainezo, Firo",Main,1480,https://myanimelist.net/character/3061/Firo_Prochainezo
Baccano!,"Russo, Ladd",Main,1599,https://myanimelist.net/character/3065/Ladd_Russo
Baccano!,"Splot, Jacuzzi",Main,785,https://myanimelist.net/character/3500/Jacuzzi_Splot
Baccano!,"Stanfield, Claire",Main,4035,https://myanimelist.net/character/5756/Claire_Stanfield
Girls & Panzer: Saishuushou Part 4,"Akiyama, Yukari",Main,1335,https://myanimelist.net/character/62945/Yukari_Akiyama
Girls & Panzer: Saishuushou Part 4,"Isuzu, Hana",Main,124,https://myanimelist.net/character/62943/Hana_Isuzu
Girls & Panzer: Saishuushou Part 4,"Nishizumi, Miho",Main,574,https://myanimelist.net/character/62939/Miho_Nishizumi
Girls & Panzer: Saishuushou Part 4,"Reizei, Mako",Main,601,https://myanimelist.net/character/62947/Mako_Reizei
Girls & Panzer: Saishuushou Part 4,"Takebe, Saori",Main,115,https://myanimelist.net/character/62941/Saori_Takebe
Initial D First Stage,"Fujiwara, Takumi",Main,6033,https://myanimelist.net/character/2819/Takumi_Fujiwara
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Hikigaya, Hachiman",Main,51673,https://myanimelist.net/character/67065/Hachiman_Hikigaya
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Isshiki, Iroha",Main,4644,https://myanimelist.net/character/110743/Iroha_Isshiki
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Yuigahama, Yui",Main,9151,https://myanimelist.net/character/67069/Yui_Yuigahama
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Yukinoshita, Yukino",Main,22959,https://myanimelist.net/character/67067/Yukino_Yukinoshita
K-On! Movie,"Akiyama, Mio",Main,13386,https://myanimelist.net/character/19566/Mio_Akiyama
K-On! Movie,"Hirasawa, Yui",Main,14042,https://myanimelist.net/character/19565/Yui_Hirasawa
K-On! Movie,"Kotobuki, Tsumugi",Main,6489,https://myanimelist.net/character/19568/Tsumugi_Kotobuki
K-On! Movie,"Nakano, Azusa",Main,6751,https://myanimelist.net/character/21173/Azusa_Nakano
K-On! Movie,"Tainaka, Ritsu",Main,5422,https://myanimelist.net/character/19567/Ritsu_Tainaka
Kaze no Tani no Nausicaä,Kushana,Main,210,https://myanimelist.net/character/541/Kushana
Kaze no Tani no Nausicaä,Lord Yupa,Main,74,https://myanimelist.net/character/540/Lord_Yupa
Kaze no Tani no Nausicaä,Nausicaä,Main,3008,https://myanimelist.net/character/539/Nausicaä
Bakuman. 2nd Season,"Mashiro, Moritaka",Main,1744,https://myanimelist.net/character/14545/Moritaka_Mashiro
Bakuman. 2nd Season,"Takagi, Akito",Main,1255,https://myanimelist.net/character/14552/Akito_Takagi
Fumetsu no Anata e,Fushi,Main,3598,https://myanimelist.net/character/151067/Fushi
IDOLiSH7 Third Beat! Part 2,"Izumi, Iori",Main,204,https://myanimelist.net/character/133486/Iori_Izumi
IDOLiSH7 Third Beat! Part 2,"Izumi, Mitsuki",Main,201,https://myanimelist.net/character/133487/Mitsuki_Izumi
IDOLiSH7 Third Beat! Part 2,"Nanase, Riku",Main,434,https://myanimelist.net/character/133485/Riku_Nanase
IDOLiSH7 Third Beat! Part 2,"Nikaidou, Yamato",Main,126,https://myanimelist.net/character/133491/Yamato_Nikaidou
IDOLiSH7 Third Beat! Part 2,"Ousaka, Sougo",Main,276,https://myanimelist.net/character/133489/Sougo_Ousaka
IDOLiSH7 Third Beat! Part 2,"Rokuya, Nagi",Main,187,https://myanimelist.net/character/133488/Nagi_Rokuya
IDOLiSH7 Third Beat! Part 2,"Yotsuba, Tamaki",Main,192,https://myanimelist.net/character/133490/Tamaki_Yotsuba
Versailles no Bara,"Antoinette, Marie",Main,61,https://myanimelist.net/character/1701/Marie_Antoinette
Versailles no Bara,"de Jarjayes, Oscar François",Main,2596,https://myanimelist.net/character/1700/Oscar_François_de_Jarjayes
Versailles no Bara,"Grandier, André",Main,214,https://myanimelist.net/character/1699/André_Grandier
